"id","title","icon96x96","src","_blank","appid","cat"
"cxp.documentos","Documentos por pagar","/$/cxp/img/icons/docs-96x96.png","/!/cxp/documentos/","0","documentos","0020"
"cxp.proveedores","Proveedores y CxP","/$/cxp/img/icons/provs-96x96.png","/!/cxp/proveedores/","0","proveedores","0020"
"cxp.gastos","Gastos","/$/cxp/img/icons/gastos-96x96.png","/!/cxp/gastos/","0","gastos","0020"
